trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1949,False,"{'a': 0.002, 'e': 0.020323041243008984}",25,13,23.95003344269343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.002, 'e': 0.0202824357795216}",20,1,35.155526783527094,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1951,False,"{'a': 0.002, 'e': 0.02024191144580439}",20,14,9.146752530921344,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.002, 'e': 0.020201468079759942}",35,8,46.14790176206531,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.002, 'e': 0.02016110551961476}",25,0,38.525838212307065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1954,False,"{'a': 0.002, 'e': 0.020120823603918526}",20,16,9.751513021146174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.002, 'e': 0.020080622171543543}",25,11,23.493769935906105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.002, 'e': 0.020040501061684014}",30,19,22.96841384198457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.002, 'e': 0.02000046011385546}",30,10,35.19827322177496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.002, 'e': 0.01996049916789402}",30,16,26.30100949694856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.002, 'e': 0.019920618063955876}",35,17,30.731699570767134,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.002, 'e': 0.01988081664251654}",25,18,15.067021487926903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.002, 'e': 0.019841094744370288}",25,0,37.41778157476435,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1962,False,"{'a': 0.002, 'e': 0.019801452210629462}",20,6,21.1917915562324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.002, 'e': 0.019761888882723885}",30,14,15.121444178054361,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1964,False,"{'a': 0.002, 'e': 0.019722404602400184}",25,0,36.409296285994316,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1965,False,"{'a': 0.002, 'e': 0.019682999211721196}",25,10,31.18052598075748,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'a': 0.002, 'e': 0.019643672553065292}",20,11,15.702247406021772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.002, 'e': 0.0196044244691258}",20,10,19.208806198317806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.002, 'e': 0.019565254802910312}",20,13,13.28309245297753,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.002, 'e': 0.019526163397740135}",25,0,42.39312383253236,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1970,False,"{'a': 0.002, 'e': 0.01948715009724957}",25,0,30.779649355442576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1971,False,"{'a': 0.002, 'e': 0.01944821474538539}",20,10,20.131636658333406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.002, 'e': 0.019409357186406115}",30,16,27.70960131832328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.002, 'e': 0.01937057726488147}",20,5,25.52450978183198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.002, 'e': 0.019331874825691705}",30,11,33.73538806064432,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.002, 'e': 0.019293249714027027}",25,11,22.063790646312942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.002, 'e': 0.01925470177538692}",25,9,29.709846945776917,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.002, 'e': 0.019216230855579598}",20,5,26.088588817693125,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.002, 'e': 0.01917783680072131}",25,13,24.05778607998115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.002, 'e': 0.019139519457235805}",20,7,18.341634255768035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.002, 'e': 0.019101278671853638}",25,15,15.83496258883885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.002, 'e': 0.019063114291611637}",25,9,25.2312638095124,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.002, 'e': 0.01902502616385221}",25,14,19.91332346768118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.002, 'e': 0.018987014136222814}",20,2,27.584169418719846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'a': 0.002, 'e': 0.01894907805667527}",20,0,24.17655336144637,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1985,False,"{'a': 0.002, 'e': 0.018911217773465227}",25,11,23.61834556507632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.002, 'e': 0.018873433135151486}",30,4,46.060024810435856,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.002, 'e': 0.018835723990595455}",20,16,7.302206470327833,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.002, 'e': 0.018798090188960496}",25,18,10.260616475549757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.002, 'e': 0.018760531579711363}",25,12,22.47753908783292,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.002, 'e': 0.018723048012613555}",20,14,11.335889359762739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.002, 'e': 0.018685639337732773}",25,19,9.512557364757159,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.002, 'e': 0.018648305405434242}",35,22,22.375117422568305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.002, 'e': 0.01861104606638221}",30,16,24.27236470912522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.002, 'e': 0.01857386117153925}",20,16,9.006297299704295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.002, 'e': 0.018536750572165746}",20,13,10.552244913935922,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.002, 'e': 0.018499714119819242}",35,17,31.30725792386199,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.002, 'e': 0.018462751666353888}",20,3,17.924878935926376,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1998,False,"{'a': 0.002, 'e': 0.01842586306391981}",25,7,37.280992036508835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.002, 'e': 0.018389048164962566}",20,6,25.512613559193966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2000,False,"{'a': 0.002, 'e': 0.01835230682222249}",20,15,10.0156069791071,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.002, 'e': 0.01831563888873418}",25,6,32.68971671936893,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.002, 'e': 0.018279044217825845}",25,19,14.275075378837373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.002, 'e': 0.01824252266311874}",30,11,30.3606331855971,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.002, 'e': 0.01820607407852663}",20,9,19.06270085231094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.002, 'e': 0.0181696983182551}",25,17,15.320457212881461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.002, 'e': 0.018133395236801075}",30,15,13.76922686972125,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2007,False,"{'a': 0.002, 'e': 0.018097164688952158}",25,11,23.376626084194896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2008,False,"{'a': 0.002, 'e': 0.018061006529786143}",25,7,29.80136145615348,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.002, 'e': 0.01802492061467033}",25,15,17.21001778552017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.002, 'e': 0.017988906799261007}",25,14,20.726302667012327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.002, 'e': 0.01795296493950285}",25,10,24.32654460652328,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.002, 'e': 0.017917094891628405}",20,10,20.842119353133306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.002, 'e': 0.017881296512157415}",25,13,21.778463621204672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.002, 'e': 0.017845569657896316}",20,13,12.402886306181893,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.002, 'e': 0.017809914185937626}",30,10,37.2522448252279,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.002, 'e': 0.01777432995365944}",20,6,25.941238752598423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.002, 'e': 0.017738816818724773}",25,13,22.702636405559325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.002, 'e': 0.017703374639081032}",25,0,39.46697954144245,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2019,False,"{'a': 0.002, 'e': 0.01766800327295943}",25,20,8.618884898298544,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.002, 'e': 0.0176327025788745}",20,2,29.82233374079267,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.002, 'e': 0.017597472415623393}",25,15,19.391904601986447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2022,False,"{'a': 0.002, 'e': 0.017562312642285412}",25,6,30.61611598458301,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.002, 'e': 0.0175272231182214}",25,18,11.345605312354614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.002, 'e': 0.017492203703073247}",20,10,19.442639433435993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.002, 'e': 0.01745725425676323}",20,5,25.22083272469082,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.002, 'e': 0.017422374639493515}",35,18,31.502310227301937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.002, 'e': 0.017387564711745573}",20,8,17.344398165331633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.002, 'e': 0.017352824334279676}",25,16,12.797078557033705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.002, 'e': 0.017318153368134255}",20,16,6.709563671650208,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.002, 'e': 0.017283551674625395}",30,13,29.289627524119926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.002, 'e': 0.017249019115346265}",20,7,27.838185180141966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.002, 'e': 0.017214555552166607}",30,21,20.104474407361337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.002, 'e': 0.017180160847232114}",25,10,25.659738580437892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.002, 'e': 0.017145834862963918}",25,0,32.55541751953911,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2035,False,"{'a': 0.002, 'e': 0.017111577462058016}",20,8,20.233498541468826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.002, 'e': 0.017077388507484793}",20,4,26.970520480768986,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'a': 0.002, 'e': 0.017043267862488373}",20,0,-9.886160472003077,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2038,False,"{'a': 0.002, 'e': 0.017009215390586124}",20,0,30.10978953140474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2039,False,"{'a': 0.002, 'e': 0.016975230955568105}",30,17,23.050205906213215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.002, 'e': 0.016941314421496552}",30,10,41.98681058761133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.002, 'e': 0.01690746565270528}",30,7,34.14838120951183,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.002, 'e': 0.016873684513799156}",20,11,16.54586304111924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'a': 0.002, 'e': 0.01683997086965357}",25,7,19.916428249024868,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2044,False,"{'a': 0.002, 'e': 0.016806324585413937}",20,2,22.08957093654707,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.002, 'e': 0.016772745526495048}",20,1,31.827650575461238,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.002, 'e': 0.016739233558580632}",20,14,8.583038425620456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2047,False,"{'a': 0.002, 'e': 0.016705788547622755}",25,15,15.559873662967993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.002, 'e': 0.016672410359841357}",25,11,26.409336090851596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'a': 0.002, 'e': 0.016639098861723624}",25,11,26.12016437547307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.002, 'e': 0.01660585392002353}",20,0,29.28734245736225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2051,False,"{'a': 0.002, 'e': 0.016572675401761255}",30,3,42.12500409410995,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2052,False,"{'a': 0.002, 'e': 0.016539563174222668}",25,15,17.258548911365626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2053,False,"{'a': 0.002, 'e': 0.016506517104958845}",20,11,15.789422885392533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'a': 0.002, 'e': 0.01647353706178545}",20,3,24.320066108148247,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.002, 'e': 0.01644062291278227}",20,12,14.388346815396835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.002, 'e': 0.016407774526292645}",25,0,33.12861533949344,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2057,False,"{'a': 0.002, 'e': 0.01637499177092302}",25,12,20.951894252915164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2058,False,"{'a': 0.002, 'e': 0.016342274515542307}",25,2,26.436431359998668,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
2059,False,"{'a': 0.002, 'e': 0.01630962262928145}",30,13,31.163645130113057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.002, 'e': 0.016277035981532836}",25,15,17.948709118217906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2061,False,"{'a': 0.002, 'e': 0.01624451444194987}",20,6,24.856359851845752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'a': 0.002, 'e': 0.016212057880446332}",20,9,16.539189018694803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2063,False,"{'a': 0.002, 'e': 0.01617966616719593}",20,8,23.14847286008543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.002, 'e': 0.016147339172631756}",30,13,25.08577554788459,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'a': 0.002, 'e': 0.016115076767445814}",20,5,24.45914448656295,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.002, 'e': 0.016082878822588433}",25,7,30.382078633494796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.002, 'e': 0.016050745209267785}",30,20,19.11505006690413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2068,False,"{'a': 0.002, 'e': 0.016018675798949358}",25,10,28.308514175081207,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2069,False,"{'a': 0.002, 'e': 0.0159866704633555}",25,13,10.721560292061122,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2070,False,"{'a': 0.002, 'e': 0.015954729074464814}",25,11,26.014604550609484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2071,False,"{'a': 0.002, 'e': 0.015922851504511698}",30,16,24.58624970225818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2072,False,"{'a': 0.002, 'e': 0.015891037625985815}",20,3,28.93766779885629,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2073,False,"{'a': 0.002, 'e': 0.015859287311631637}",20,14,11.290178191127639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2074,False,"{'a': 0.002, 'e': 0.015827600434447853}",20,3,29.52038295749438,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2075,False,"{'a': 0.002, 'e': 0.01579597686768691}",20,8,23.75686419403512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.002, 'e': 0.015764416484854486}",25,11,22.68096128271636,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'a': 0.002, 'e': 0.015732919159709032}",20,8,18.756953182676156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2078,False,"{'a': 0.002, 'e': 0.015701484766261195}",35,19,26.294490076713654,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2079,False,"{'a': 0.002, 'e': 0.01567011317877336}",25,17,12.682008925104899,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'a': 0.002, 'e': 0.015638804271759118}",20,3,-2.9634800057936284,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
2081,False,"{'a': 0.002, 'e': 0.01560755791998283}",35,17,34.02086681608678,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2082,False,"{'a': 0.002, 'e': 0.015576373998459032}",25,8,28.287820467302637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2083,False,"{'a': 0.002, 'e': 0.015545252382451996}",20,2,23.725552942823207,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'a': 0.002, 'e': 0.015514192947475202}",30,19,22.46962444860387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2085,False,"{'a': 0.002, 'e': 0.015483195569290899}",20,6,24.81396575214402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2086,False,"{'a': 0.002, 'e': 0.015452260123909515}",25,20,9.646282916974657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2087,False,"{'a': 0.002, 'e': 0.015421386487589232}",20,11,17.2239705395257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2088,False,"{'a': 0.002, 'e': 0.015390574536835447}",30,16,28.851567166806202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'a': 0.002, 'e': 0.015359824148400343}",20,14,11.777441025404272,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2090,False,"{'a': 0.002, 'e': 0.015329135199282314}",25,13,22.479038046596152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2091,False,"{'a': 0.002, 'e': 0.015298507566725518}",25,0,36.02988556148974,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2092,False,"{'a': 0.002, 'e': 0.015267941128219376}",25,13,19.999238867552652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'a': 0.002, 'e': 0.015237435761498117}",20,11,18.599408741416514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'a': 0.002, 'e': 0.015206991344540219}",20,12,15.93081906887018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2095,False,"{'a': 0.002, 'e': 0.015176607755567978}",25,0,42.345263798955436,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2096,False,"{'a': 0.002, 'e': 0.01514628487304698}",20,11,15.469793824026597,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2097,False,"{'a': 0.002, 'e': 0.015116022575685681}",20,6,23.053076794156766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2098,False,"{'a': 0.002, 'e': 0.01508582074243484}",20,1,30.79369487309769,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2099,False,"{'a': 0.002, 'e': 0.015055679252487086}",30,16,27.489430379110967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2100,False,"{'a': 0.002, 'e': 0.0150255979852764}",30,0,45.78756792265218,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2101,False,"{'a': 0.002, 'e': 0.014995576820477703}",30,12,34.2309596752355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2102,False,"{'a': 0.002, 'e': 0.014965615638006283}",25,19,10.916794983779363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2103,False,"{'a': 0.002, 'e': 0.014935714318017369}",30,3,48.94195423835386,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2104,False,"{'a': 0.002, 'e': 0.014905872740905627}",25,7,32.89263771325026,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2105,False,"{'a': 0.002, 'e': 0.014876090787304737}",20,10,18.420719350741805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2106,False,"{'a': 0.002, 'e': 0.014846368338086832}",30,12,32.08960149130186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'a': 0.002, 'e': 0.014816705274362072}",20,12,14.523471454272169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'a': 0.002, 'e': 0.014787101477478155}",20,7,26.49438554294353,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2109,False,"{'a': 0.002, 'e': 0.014757556829019875}",30,20,-4.3226421906091375,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2110,False,"{'a': 0.002, 'e': 0.01472807121080859}",20,14,12.303720412645132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2111,False,"{'a': 0.002, 'e': 0.014698644504901784}",25,11,23.527639132979868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2112,False,"{'a': 0.002, 'e': 0.014669276593592582}",25,14,18.88068136559977,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2113,False,"{'a': 0.002, 'e': 0.014639967359409327}",20,7,25.889653203427486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2114,False,"{'a': 0.002, 'e': 0.01461071668511503}",20,9,22.69334932400307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2115,False,"{'a': 0.002, 'e': 0.014581524453706954}",30,16,22.259033574351143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'a': 0.002, 'e': 0.014552390548416123}",25,15,16.70574481048097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2117,False,"{'a': 0.002, 'e': 0.0145233148527069}",20,10,19.882300603251537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.002, 'e': 0.014494297250276454}",30,1,36.77413490506819,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'a': 0.002, 'e': 0.014465337625054335}",20,0,27.441136108186242,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2120,False,"{'a': 0.002, 'e': 0.014436435861201989}",25,6,32.18742048921322,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2121,False,"{'a': 0.002, 'e': 0.01440759184311235}",25,20,9.354145535109991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2122,False,"{'a': 0.002, 'e': 0.014378805455409293}",20,5,26.77534540694004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2123,False,"{'a': 0.002, 'e': 0.01435007658294723}",35,17,35.800323165804755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2124,False,"{'a': 0.002, 'e': 0.01432140511081062}",20,2,24.623385388880024,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2125,False,"{'a': 0.002, 'e': 0.014292790924313561}",20,13,16.50432789272695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2126,False,"{'a': 0.002, 'e': 0.014264233908999256}",25,8,28.709925152595552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'a': 0.002, 'e': 0.014235733950639606}",20,12,13.67052652642571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2128,False,"{'a': 0.002, 'e': 0.014207290935234726}",20,11,16.305831304133086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2129,False,"{'a': 0.002, 'e': 0.014178904749012544}",25,10,24.66875476967882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2130,False,"{'a': 0.002, 'e': 0.014150575278428262}",20,3,22.088406146064138,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2131,False,"{'a': 0.002, 'e': 0.014122302410163962}",20,12,13.91910954727112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
